county,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)"
18149,4.451520913,1,Indiana,Starke County,264.7595057,389.6140684,11,275.7595057,32.04570185,29.22239518,124.8545627,113.8545627,,113.8545627
18151,8.419919517,1,Indiana,Steuben County,500.4454728,760.5993964,152,652.4454728,34.20380358,14.21956474,260.1539235,108.1539235,,108.1539235
18153,10.05201992,0,Indiana,Sullivan County,324.0453791,782.9994466,111,435.0453791,58.61486487,44.43860964,458.9540675,347.9540675,,347.9540675
18155,4.456039656,1,Indiana,Switzerland County,184.5914427,308.9149491,3,187.5914427,40.24522178,39.27408069,124.3235064,121.3235064,,121.3235064
18157,73,0,Indiana,Tippecanoe County,8235,10107,1246,9481,18.52181656,6.19372712,1872,626,180174,626
18159,2.645481629,1,Indiana,Tipton County,272.1906653,349.571003,7,279.1906653,22.13579987,20.13334545,77.38033764,70.38033764,,70.38033764
18161,2.446747265,1,Indiana,Union County,196.6206103,252.357513,25,221.6206103,22.08648439,12.17990396,55.73690271,30.73690271,,30.73690271
18163,80,0,Indiana,Vanderburgh County,8504,10148,1638,10142,16.2002365,0.059124951,1644,6,181398,6
18165,5.141671278,1,Indiana,Vermillion County,165.7512452,400.5091312,112,277.7512452,58.61486487,30.65045874,234.757886,122.757886,,122.757886
18167,41,0,Indiana,Vigo County,2746,5625,947,3693,51.18222222,34.34666667,2879,1932,108291,1932
18169,7.58028169,1,Indiana,Wabash County,456.9225352,834.2521127,115,571.9225352,45.22968198,31.44488021,377.3295775,262.3295775,,262.3295775
18171,2.197565025,1,Indiana,Warren County,70.84255672,171.1787493,7,77.84255672,58.61486487,54.52557222,100.3361926,93.33619258,,93.33619258
18173,13.88497653,0,Indiana,Warrick County,928.6913146,1251.784038,121,1049.691315,25.81058021,16.1443761,323.092723,202.092723,,202.092723
18175,3.414651368,1,Indiana,Washington County,185.5731686,354.0730803,65,250.5731686,47.58902077,29.23122866,168.4999117,103.4999117,,103.4999117
18177,32.51295337,0,Indiana,Wayne County,2612.740933,3353.38601,623,3235.740933,22.08648439,3.508247406,740.6450777,117.6450777,67893,117.6450777
18179,4.86977058,1,Indiana,Wells County,201.0519568,341.3477283,90,291.0519568,41.10054348,14.73446791,140.2957715,50.29577148,,50.29577148
18181,5.434663537,1,Indiana,White County,281.665493,442.0817684,61,342.665493,36.2865621,22.48820977,160.4162754,99.41627543,,99.41627543
18183,4.685560054,1,Indiana,Whitley County,193.4466937,328.4354476,37,230.4466937,41.10054348,29.83501162,134.9887539,97.98875394,,97.98875394
19001,2.291042744,1,Iowa,Adair County,69.74952355,149.9869317,35,104.7495236,53.49626612,30.16089976,80.23740811,45.23740811,,45.23740811
19003,1.225156548,1,Iowa,Adams County,37.29921046,80.20691533,23,60.29921046,53.49626612,24.82043449,42.90770487,19.90770487,,19.90770487
19005,2.059923999,1,Iowa,Allamakee County,85.09617071,166.0014616,22,107.0961707,48.7376979,35.48480254,80.90529085,58.90529085,,58.90529085
19007,7.228423632,1,Iowa,Appanoose County,220.0653417,473.2208004,110,330.0653417,53.49626612,30.25130312,253.1554588,143.1554588,,143.1554588
19009,1.347672203,1,Iowa,Audubon County,41.0291315,88.22760686,14,55.0291315,53.49626612,37.628217,47.19847536,33.19847536,,33.19847536
19011,2.588265306,1,Iowa,Benton County,200.6586735,281.1673469,68,268.6586735,28.63372093,4.448835758,80.50867347,12.50867347,,12.50867347
19013,43,0,Iowa,Black Hawk County,5629,7147,1155,6784,21.23968099,5.079054149,1518,363,132546,363
19015,4.675455116,1,Iowa,Boone County,567.0659134,737.7200251,123,690.0659134,23.1326392,6.459647308,170.6541117,47.65411174,,47.65411174
19017,4.518269512,1,Iowa,Bremer County,186.6512716,364.1102017,101,287.6512716,48.7376979,20.99884315,177.4589301,76.45893014,,76.45893014
19019,4.590395043,1,Iowa,Buchanan County,386.2232378,500.8030984,39,425.2232378,22.87922358,15.09173182,114.5798606,75.57986057,,75.57986057
19021,8.162168916,1,Iowa,Buena Vista County,381.8853074,675.5497251,84,465.8853074,43.47043702,31.03611918,293.6644178,209.6644178,,209.6644178
19023,2.686519712,1,Iowa,Butler County,127.6441289,236.62039,6,133.6441289,46.05531296,43.51960587,108.9762611,102.9762611,,102.9762611
19025,4.016491754,1,Iowa,Calhoun County,187.9205397,332.4287856,25,212.9205397,43.47043702,35.95002932,144.5082459,119.5082459,,119.5082459
19027,10.69890055,0,Iowa,Carroll County,500.571964,885.5047476,152,652.571964,43.47043702,26.3050858,384.9327836,232.9327836,,232.9327836
19029,4.221010638,1,Iowa,Cass County,306.1305851,396.131117,96,402.1305851,22.71988441,0,90.00053192,-5.999468085,,0
19031,2.7548583,1,Iowa,Cedar County,275.2192308,438.8222672,45,320.2192308,37.28230053,27.02757934,163.6030364,118.6030364,,118.6030364
19033,11.33310658,0,Iowa,Cerro Gordo County,642.0451247,1186.526984,408,1050.045125,45.88870432,11.50263426,544.4818594,136.4818594,,136.4818594
19035,5.17916042,1,Iowa,Cherokee County,242.3185907,428.6581709,70,312.3185907,43.47043702,27.14040886,186.3395802,116.3395802,,116.3395802
19037,3.458637825,1,Iowa,Chickasaw County,142.8775212,278.7185034,17,159.8775212,48.7376979,42.63835402,135.8409822,118.8409822,,118.8409822
19039,5.525456031,1,Iowa,Clarke County,168.2194392,361.7331881,63,231.2194392,53.49626612,36.08011464,193.513749,130.513749,,130.513749
19041,3.015676568,1,Iowa,Clay County,162.2433993,262.1628163,129,291.2433993,38.11349693,0,99.91941694,-29.08058306,,0
19043,4.679333528,1,Iowa,Clayton County,193.3048816,377.0897398,39,232.3048816,48.7376979,38.39533218,183.7848582,144.7848582,,144.7848582
19045,12.93340081,0,Iowa,Clinton County,1292.088462,2060.165587,351,1643.088462,37.28230053,20.24483508,768.0771255,417.0771255,,417.0771255
19047,5.085207396,1,Iowa,Crawford County,237.9227886,420.882059,88,325.9227886,43.47043702,22.56196679,182.9592704,94.95927037,,94.95927037
19049,7.933149743,1,Iowa,Dallas County,913.3323899,1116.577424,150,1063.33239,18.20250259,4.768593147,203.2450345,53.24503454,74641,53.24503454
19051,1.498637602,1,Iowa,Davis County,69.53678474,150.4632153,21,90.53678474,53.78486056,39.82796088,80.92643052,59.92643052,,59.92643052
19053,4.177783828,1,Iowa,Decatur County,127.1903077,273.5055813,78,205.1903077,53.49626612,24.97765249,146.3152736,68.31527362,,68.31527362
19055,3.515879163,1,Iowa,Delaware County,295.8164214,383.5755229,94,389.8164214,22.87922358,0,87.75910147,-6.240898528,,0
19057,8.13662457,1,Iowa,Des Moines County,453.0815155,958.4087256,461,914.0815155,52.7256479,4.625084155,505.3272101,44.3272101,,44.3272101
19059,3.007425743,1,Iowa,Dickinson County,161.799505,261.4455446,72,233.799505,38.11349693,10.5743013,99.6460396,27.6460396,,27.6460396
19061,36.26491092,0,Iowa,Dubuque County,3051.230054,3956.430674,682,3733.230054,22.87922358,5.64146419,905.2006197,223.2006197,95697,223.2006197
19063,1.584158416,1,Iowa,Emmet County,85.22772277,137.7161716,43,128.2277228,38.11349693,6.889858129,52.48844885,9.488448845,,9.488448845
19065,5.891552178,1,Iowa,Fayette County,243.382052,474.7778427,65,308.382052,48.7376979,35.04708428,231.3957907,166.3957907,,166.3957907
19067,3.609070295,1,Iowa,Floyd County,204.461678,377.8539683,149,353.461678,45.88870432,6.455480767,173.3922903,24.39229025,,24.39229025
19069,2.074819839,1,Iowa,Franklin County,98.5805426,182.7437474,47,145.5805426,46.05531296,20.33623874,84.16320475,37.16320475,,37.16320475
19071,1.639760638,1,Iowa,Fremont County,118.9243351,153.887367,52,170.9243351,22.71988441,0,34.96303192,-17.03696809,,0
19073,3.75812094,1,Iowa,Greene County,175.832084,311.0444778,48,223.832084,43.47043702,28.03856041,135.2123938,87.2123938,,87.2123938
19075,1.917761764,1,Iowa,Grundy County,91.11827045,168.9105553,12,103.1182705,46.05531296,38.9509612,77.79228487,65.79228487,,65.79228487
19077,3.57745712,1,Iowa,Guthrie County,108.9136945,234.2041928,57,165.9136945,53.49626612,29.15852933,125.2904982,68.29049823,,68.29049823
19079,5.761551505,1,Iowa,Hamilton County,273.7475625,507.4597287,54,327.7475625,46.05531296,35.41407446,233.7121662,179.7121662,,179.7121662
19081,1.616780045,1,Iowa,Hancock County,91.59410431,169.2698413,19,110.5941043,45.88870432,34.66402315,77.67573696,58.67573696,,58.67573696
19083,4.529885545,1,Iowa,Hardin County,215.2276388,398.9783807,32,247.2276388,46.05531296,38.03482825,183.7507418,151.7507418,,151.7507418
19085,4.05625,1,Iowa,Harrison County,294.18125,380.66875,220,514.18125,22.71988441,0,86.4875,-133.5125,,0
19087,3.795637199,1,Iowa,Henry County,211.3570609,447.0861079,87,298.3570609,52.7256479,33.26630921,235.7290471,148.7290471,,148.7290471
19089,3.128032739,1,Iowa,Howard County,129.2201111,252.0762935,22,151.2201111,48.7376979,40.01018145,122.8561824,100.8561824,,100.8561824
19091,3.033700721,1,Iowa,Humboldt County,144.1396778,267.199025,14,158.1396778,46.05531296,40.81577288,123.0593472,109.0593472,,109.0593472
19093,2.27836082,1,Iowa,Ida County,106.5982009,188.5707146,41,147.5982009,43.47043702,21.72793046,81.97251374,40.97251374,,40.97251374
19095,2.09872449,1,Iowa,Iowa County,162.7063776,227.9877551,4,166.7063776,28.63372093,26.87924074,65.28137755,61.28137755,,61.28137755
19097,6.628814872,1,Iowa,Jackson County,557.7302866,723.1907049,200,757.7302866,22.87922358,0,165.4604183,-34.53958172,,0
19099,8.908174289,1,Iowa,Jasper County,704.382067,902.2707958,191,895.382067,21.93229901,0.763487955,197.8887288,6.888728844,,6.888728844
19101,5.190735695,1,Iowa,Jefferson County,240.8501362,521.1498638,129,369.8501362,53.78486056,29.03190388,280.2997275,151.2997275,,151.2997275
19103,34,0,Iowa,Johnson County,5686,6489,883,6569,12.3747881,0,803,-80,139155,0
19105,3.187854251,1,Iowa,Jones County,318.4769231,507.794332,90,408.4769231,37.28230053,19.5585895,189.3174089,99.31740891,,99.31740891
19107,2.159400545,1,Iowa,Keokuk County,100.1961853,216.8038147,41,141.1961853,53.78486056,34.8737542,116.6076294,75.60762943,,75.60762943
19109,2.080952381,1,Iowa,Kossuth County,117.8904762,217.8666667,79,196.8904762,45.88870432,9.627994405,99.97619048,20.97619048,,20.97619048
19111,5.719632606,1,Iowa,Lee County,318.4932262,673.7125144,324,642.4932262,52.7256479,4.633918401,355.2192882,31.21928818,,31.21928818
19113,28,0,Iowa,Linn County,2332,5487,1285,3617,57.49954438,34.08055404,3155,1870,216111,1870
19115,1.348105626,1,Iowa,Louisa County,75.06819747,158.7926521,17,92.06819747,52.7256479,42.01986286,83.72445465,66.72445465,,66.72445465
19117,3.320174245,1,Iowa,Lucas County,101.0808603,217.3607405,72,173.0808603,53.49626612,20.37160901,116.2798802,44.27988021,,44.27988021
19119,0.627062706,1,Iowa,Lyon County,33.7359736,54.51265127,42,75.7359736,38.11349693,0,20.77667767,-21.22332233,,0
19121,2.182931221,1,Iowa,Madison County,172.6074901,221.0997479,53,225.6074901,21.93229901,0,48.49225783,-4.507742168,,0
19123,7.234332425,1,Iowa,Mahaska County,335.6730245,726.3269755,115,450.6730245,53.78486056,37.95177107,390.653951,275.653951,,275.653951
19125,5.938782859,1,Iowa,Marion County,469.5880447,601.5138639,193,662.5880447,21.93229901,0,131.9258192,-61.07418077,,0
19127,7.67755102,1,Iowa,Marshall County,595.2122449,834.0244898,173,768.2122449,28.63372093,7.890924751,238.8122449,65.8122449,,65.8122449
19129,1.875132979,1,Iowa,Mills County,135.9948138,175.9764628,89,224.9948138,22.71988441,0,39.98164894,-49.01835106,,0
19131,1.340362812,1,Iowa,Mitchell County,75.93446712,140.3301587,22,97.93446712,45.88870432,30.21139005,64.39569161,42.39569161,,42.39569161
19133,3.194402799,1,Iowa,Monona County,149.4572714,264.3878061,60,209.4572714,43.47043702,20.77650083,114.9305347,54.93053473,,54.93053473
19135,2.977130411,1,Iowa,Monroe County,90.63708141,194.9028043,59,149.6370814,53.49626612,23.22476735,104.2657228,45.26572284,,45.26572284
19137,3.538430851,1,Iowa,Montgomery County,256.6261968,332.0727394,102,358.6261968,22.71988441,0,75.44654255,-26.55345745,,0
19139,12.12388664,0,Iowa,Muscatine County,1211.215385,1931.217814,431,1642.215385,37.28230053,14.96477648,720.0024292,289.0024292,,289.0024292
19141,2.099834984,1,Iowa,O'Brien County,112.9711221,182.5456546,68,180.9711221,38.11349693,0.862541734,69.57453245,1.574532453,,1.574532453
19143,0.680693069,1,Iowa,Osceola County,36.62128713,59.17491749,18,54.62128713,38.11349693,7.695203569,22.55363036,4.553630363,,4.553630363
19145,3.860106383,1,Iowa,Page County,279.9558511,362.2611702,168,447.9558511,22.71988441,0,82.30531915,-85.69468085,,0
19147,1.336633663,1,Iowa,Palo Alto County,71.91089109,116.1980198,67,138.9108911,38.11349693,0,44.28712871,-22.71287129,,0
19149,2.797371638,1,Iowa,Plymouth County,247.8264059,376.8163203,150,397.8264059,34.23150949,0,128.9899144,-21.01008557,,0
19151,2.031734133,1,Iowa,Pocahontas County,95.05922039,168.1584208,11,106.0592204,43.47043702,36.92898643,73.0992004,62.0992004,,62.0992004
19153,90.19576635,0,Iowa,Polk County,10774.1469,17288.62279,2124,12898.1469,37.68071041,25.39517427,6514.475887,4390.475887,451677,4390.475887
19155,37.04760638,0,Iowa,Pottawattamie County,2686.893351,3476.82367,1004,3690.893351,22.71988441,0,789.9303192,-214.0696809,92728,0
19157,3.887244898,1,Iowa,Poweshiek County,301.3637755,422.277551,111,412.3637755,28.63372093,2.347691817,120.9137755,9.91377551,,9.91377551
19159,1.347672203,1,Iowa,Ringgold County,41.0291315,88.22760686,41,82.0291315,53.49626612,7.025550824,47.19847536,6.198475361,,6.198475361
19161,2.595452274,1,Iowa,Sac County,121.434033,214.8150925,44,165.434033,43.47043702,22.98770487,93.38105947,49.38105947,,49.38105947
19163,39,0,Iowa,Scott County,4654,5527,949,5603,15.79518726,0,873,-76,170385,0
19165,2.761702128,1,Iowa,Shelby County,200.293617,259.1787234,57,257.293617,22.71988441,0.727338401,58.88510638,1.885106383,,1.885106383
19167,2.648514852,1,Iowa,Sioux County,142.490099,230.2442244,115,257.490099,38.11349693,0,87.75412541,-27.24587459,,0
19169,37.32454488,0,Iowa,Story County,4526.934087,5889.279975,324,4850.934087,23.1326392,17.63111777,1362.345888,1038.345888,92406,1038.345888
19171,2.748214286,1,Iowa,Tama County,213.0589286,298.5428571,16,229.0589286,28.63372093,23.2743564,85.48392857,69.48392857,,69.48392857
19173,2.781105364,1,Iowa,Taylor County,84.66920773,182.0696978,32,116.6692077,53.49626612,35.92057924,97.40049006,65.40049006,,65.40049006
19175,7.926762864,1,Iowa,Union County,241.3258916,518.9387422,117,358.3258916,53.49626612,30.95025241,277.6128505,160.6128505,,160.6128505
19177,0.749318801,1,Iowa,Van Buren County,34.76839237,75.23160763,6,40.76839237,53.78486056,45.80948932,40.46321526,34.46321526,,34.46321526
19179,12.44550409,0,Iowa,Wapello County,577.4713897,1249.52861,358,935.4713897,53.78486056,25.134056,672.0572207,314.0572207,,314.0572207
19181,6.841195535,1,Iowa,Warren County,540.9431041,692.9153763,213,753.9431041,21.93229901,0,151.9722722,-61.02772776,,0
19183,5.722070845,1,Iowa,Washington County,265.5040872,574.4959128,82,347.5040872,53.78486056,39.5114779,308.9918256,226.9918256,,226.9918256
19185,1.27416281,1,Iowa,Wayne County,38.79117887,83.41519194,10,48.79117887,53.49626612,41.5080422,44.62401307,34.62401307,,34.62401307
19187,15.85459941,0,Iowa,Webster County,753.2967359,1396.424332,396,1149.296736,46.05531296,17.6971706,643.1275964,247.1275964,,247.1275964
19189,2.018367347,1,Iowa,Winnebago County,114.344898,211.3142857,46,160.344898,45.88870432,24.12018079,96.96938776,50.96938776,,50.96938776
19191,5.264250219,1,Iowa,Winneshiek County,217.4679918,424.2259573,74,291.4679918,48.7376979,31.29416369,206.7579655,132.7579655,,132.7579655
19193,24.20262836,0,Iowa,Woodbury County,2144.173594,3260.18368,1025,3169.173594,34.23150949,2.79156313,1116.010086,91.01008558,102130,91.01008558
19195,1.001360544,1,Iowa,Worth County,56.7292517,104.8380952,24,80.7292517,45.88870432,22.99626246,48.10884354,24.10884354,,24.10884354
19197,3.141161509,1,Iowa,Wright County,149.245443,276.6638406,51,200.245443,46.05531296,27.62138972,127.4183976,76.41839763,,76.41839763
20001,3.940060876,1,Kansas,Allen County,483.6424725,621.4038867,119,602.6424725,22.16938406,3.019198076,137.7614142,18.76141419,,18.76141419
20003,2.432217279,1,Kansas,Anderson County,298.554671,383.5954109,24,322.554671,22.16938406,15.912792,85.04073987,61.04073987,,61.04073987
20005,2.729602158,1,Kansas,Atchison County,211.1719488,285.7397168,169,380.1719488,26.09639601,0,74.56776804,-94.43223196,,0
20007,1.007932805,1,Kansas,Barber County,35.97760149,62.04386374,18,53.97760149,42.01263538,13.00090253,26.06626225,8.066262249,,8.066262249
20009,8.91180588,1,Kansas,Barton County,318.1019599,548.5711619,175,493.1019599,42.01263538,10.11157821,230.4692021,55.46920205,,55.46920205
20011,3.579489581,1,Kansas,Bourbon County,439.3823461,564.5366425,147,586.3823461,22.16938406,0,125.1542964,-21.84570358,,0
20013,3.392470206,1,Kansas,Brown County,128.3710726,198.6630553,53,181.3710726,35.38251366,8.704176347,70.29198267,17.29198267,,17.29198267
20015,10.83929596,0,Kansas,Butler County,899.311171,1570.853038,290,1189.311171,42.75013962,24.28883274,671.541867,381.541867,65803,381.541867
20017,0.527777778,1,Kansas,Chase County,40.625,53.55555556,9,49.625,24.14419087,7.339211618,12.93055556,3.930555556,,3.930555556
20019,0.81495098,1,Kansas,Chautauqua County,62.72977941,82.69607843,11,73.72977941,24.14419087,10.84247184,19.96629902,8.96629902,,8.96629902
20021,3.825853985,1,Kansas,Cherokee County,323.4759545,452.1202947,66,389.4759545,28.45356463,13.85567978,128.6443403,62.64434026,,62.64434026
20023,0.496175315,1,Kansas,Cheyenne County,36.41926814,60.95513748,12,48.41926814,40.25234025,20.56573057,24.53586934,12.53586934,,12.53586934
20025,0.253048079,1,Kansas,Clark County,21.62410858,38.86588452,2,23.62410858,44.36223735,39.21633619,17.24177594,15.24177594,,15.24177594
20027,1.603880356,1,Kansas,Clay County,85.36653193,159.9870655,38,123.3665319,46.64160401,22.88968389,74.62053355,36.62053355,,36.62053355
20029,2.121261116,1,Kansas,Cloud County,112.9041229,211.5957963,31,143.9041229,46.64160401,31.9910294,98.6916734,67.6916734,,67.6916734
20031,2.359477124,1,Kansas,Coffey County,181.6176471,239.4248366,17,198.6176471,24.14419087,17.04384145,57.80718954,40.80718954,,40.80718954
20033,0.369575362,1,Kansas,Comanche County,13.19178721,22.74941671,8,21.19178721,42.01263538,6.846898589,9.557629491,1.557629491,,1.557629491
