l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,MinEli,MaxEli,min_max_same,USDA
11600,13037,,,,GA,Calhoun County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12700,13039,,,,GA,Camden County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13043,,,,GA,Candler County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13045,2687.3289981,1861.4067116,69.266052387,GA,Carroll County,111872,0,825.92228645,1861.4067116,825.92228645,69.266052387,561,334,227,0,1315.4067116,1315.4067116,546,1371.9222864,1371.9222864,48.948480538,48.948480538,,,,,,,,,,,,,,,,,,,,,
14400,13047,1261.3461203,846.76896251,67.132165301,GA,Catoosa County,64955,0,414.5771578,846.76896251,414.5771578,67.132165301,244,188,56,0,602.76896251,602.76896251,244,658.5771578,658.5771578,47.787752529,47.787752529,,,,,,,,,,,,,,,,,,,,,
11750,13049,,,,GA,Charlton County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
13550,13051,8079,4117,50.959277138,GA,Chatham County,275303,0,3962,4117,3962,50.959277138,2288,1321,967,0,1830,1830,2287,6249,6249,22.651318232,22.651318232,,,,,,,,,,,,,,,,,,,,,
12500,13053,,,,GA,Chattahoochee County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13055,,,,GA,Chattooga County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13057,1319,682,51.705837756,GA,Cherokee County,221951,0,637,682,637,51.705837756,120,118,2,0,562,562,120,757,757,42.608036391,42.608036391,,,,,,,,,,,,,,,,,,,,,
13600,13059,7586.1489068,2204.4038852,29.058273339,GA,Clarke County,119681,0,5381.7450215,2204.4038852,5381.7450215,29.058273339,1281,724,557,0,925.40388523,925.40388523,1279,6660.7450215,6660.7450215,12.198599007,12.198599007,,,,,,,,,,,,,,,,,,,,,
11600,13061,,,,GA,Clay County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13063,5470,3274,59.853747715,GA,Clayton County,264221,0,2196,3274,2196,59.853747715,1910,1838,72,0,1386,1386,1888,4084,4084,25.33820841,25.33820841,,,,,,,,,,,,,,,,,,,,,
11600,13065,,,,GA,Clinch County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13067,10728,3257,30.359806115,GA,Cobb County,708920,0,7471,3257,7471,30.359806115,1484,1053,431,0,1780,1780,1477,8948,8948,16.592095451,16.592095451,,,,,,,,,,,,,,,,,,,,,
11600,13069,899.73534247,644.72027397,71.656657635,GA,Coffee County,42947,0,255.01506849,644.72027397,255.01506849,71.656657635,162,32,130,0,482.72027397,482.72027397,162,417.01506849,417.01506849,53.651362927,53.651362927,,,,,,,,,,,,,,,,,,,,,
11600,13071,1855.5360582,1475.2080034,79.503063112,GA,Colquitt County,45987,0,380.32805478,1475.2080034,380.32805478,79.503063112,439,300,139,0,1037.2080034,1037.2080034,438,818.32805478,818.32805478,55.898024662,55.898024662,,,,,,,,,,,,,,,,,,,,,
14000,13073,917.8241146,532.15041783,57.97956377,GA,Columbia County,132362,0,385.67369678,532.15041783,385.67369678,57.97956377,84,66,18,0,448.15041783,448.15041783,84,469.67369678,469.67369678,48.827483468,48.827483468,,,,,,,,,,,,,,,,,,,,,
11600,13075,,,,GA,Cook County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13077,1811.2841157,1509.9133847,83.361487666,GA,Coweta County,131419,0,301.370731,1509.9133847,301.370731,83.361487666,680,465,215,0,830.91338468,830.91338468,679,980.370731,980.370731,45.874271048,45.874271048,,,,,,,,,,,,,,,,,,,,,
11900,13079,,,,GA,Crawford County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13081,1481.4168477,1078.942071,72.83176728,GA,Crisp County,23403,0,402.47477673,1078.942071,402.47477673,72.83176728,364,158,206,0,714.94207096,714.94207096,364,766.47477673,766.47477673,48.260695298,48.260695298,,,,,,,,,,,,,,,,,,,,,
14400,13083,,,,GA,Dade County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12200,13085,,,,GA,Dawson County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13087,,,,GA,Decatur County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13089,19051,9172,48.144454359,GA,DeKalb County,707185,0,9879,9172,9879,48.144454359,5460,4550,910,0,3837,3837,5335,15214,15214,20.14067503,20.14067503,,,,,,,,,,,,,,,,,,,,,
11600,13091,,,,GA,Dodge County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13093,,,,GA,Dooly County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12500,13095,4584.5943045,2796.0775309,60.988548719,GA,Dougherty County,93890,0,1788.5167735,2796.0775309,1788.5167735,60.988548719,1428,986,442,0,1368.0775309,1368.0775309,1428,3216.5167735,3216.5167735,29.840754494,29.840754494,,,,,,,,,,,,,,,,,,,,,
18950,13097,2457.6710019,1686.5932884,68.625673943,GA,Douglas County,135037,0,771.07771355,1686.5932884,771.07771355,68.625673943,331,287,44,0,1366.5932884,1366.5932884,320,1091.0777136,1091.0777136,55.605216781,55.605216781,,,,,,,,,,,,,,,,,,,,,
11600,13099,,,,GA,Early County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13101,,,,GA,Echols County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
13550,13103,,,,GA,Effingham County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13105,,,,GA,Elbert County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13107,937.58988591,707.72556275,75.483489465,GA,Emanuel County,22731,0,229.86432316,707.72556275,229.86432316,75.483489465,225,116,109,0,482.72556275,482.72556275,225,454.86432316,454.86432316,51.485790323,51.485790323,,,,,,,,,,,,,,,,,,,,,
11600,13109,,,,GA,Evans County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13111,,,,GA,Fannin County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13113,1102.422613,753.586252,68.357292668,GA,Fayette County,107930,0,348.83636099,753.586252,348.83636099,68.357292668,117,117,0,0,636.586252,636.586252,117,465.83636099,465.83636099,57.74430282,57.74430282,,,,,,,,,,,,,,,,,,,,,
11900,13115,2209.3710566,1282.5112669,58.048704091,GA,Floyd County,96146,0,926.85978968,1282.5112669,926.85978968,58.048704091,633,291,342,0,649.5112669,649.5112669,633,1559.8597897,1559.8597897,29.398016461,29.398016461,,,,,,,,,,,,,,,,,,,,,
18950,13117,985.50713606,563.51760228,57.180468985,GA,Forsyth County,189314,0,421.98953378,563.51760228,421.98953378,57.180468985,79,60,19,0,484.51760228,484.51760228,79,500.98953378,500.98953378,49.164291617,49.164291617,,,,,,,,,,,,,,,,,,,,,
11900,13119,,,,GA,Franklin County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13121,43626,32674,74.895704396,GA,Fulton County,967100,0,10952,32674,10952,74.895704396,16680,11672,5008,0,16283,16283,16391,27343,27343,37.324072801,37.324072801,,,,,,,,,,,,,,,,,,,,,
11600,13123,,,,GA,Gilmer County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13125,,,,GA,Glascock County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
14200,13127,2076.1996535,1625.2156778,78.278390762,GA,Glynn County,80937,0,450.98397575,1625.2156778,450.98397575,78.278390762,841,631,210,0,784.21567778,784.21567778,841,1291.9839757,1291.9839757,37.771689079,37.771689079,,,,,,,,,,,,,,,,,,,,,
12100,13129,,,,GA,Gordon County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13131,,,,GA,Grady County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13133,,,,GA,Greene County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13135,6684,1798,26.900059844,GA,Gwinnett County,842091,0,4886,1798,4886,26.900059844,895,670,225,0,964,964,834,5720,5720,14.422501496,14.422501496,,,,,,,,,,,,,,,,,,,,,
11900,13137,609.38151216,338.99572535,55.62947326,GA,Habersham County,43342,0,270.3857868,338.99572535,270.3857868,55.62947326,119,4,115,0,219.99572535,219.99572535,119,389.3857868,389.3857868,36.10147682,36.10147682,,,,,,,,,,,,,,,,,,,,,
15100,13139,2826,1453,51.415428167,GA,Hall County,185318,0,1373,1453,1373,51.415428167,622,417,205,0,835,835,618,1991,1991,29.547062987,29.547062987,,,,,,,,,,,,,,,,,,,,,
11600,13141,,,,GA,Hancock County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13143,,,,GA,Haralson County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12500,13145,,,,GA,Harris County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13147,,,,GA,Hart County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13149,,,,GA,Heard County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13151,,,,GA,Henry County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
14200,13153,2528.6567164,1959.858209,77.505902491,GA,Houston County,145622,0,568.79850746,1959.858209,568.79850746,77.505902491,924,701,223,0,1039.858209,1039.858209,920,1488.7985075,1488.7985075,41.122948884,41.122948884,,,,,,,,,,,,,,,,,,,,,
11600,13155,,,,GA,Irwin County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12200,13157,795.70722186,488.59791802,61.40423319,GA,Jackson County,60928,0,307.10930384,488.59791802,307.10930384,61.40423319,133,57,76,0,355.59791802,355.59791802,133,440.10930384,440.10930384,44.689542617,44.689542617,,,,,,,,,,,,,,,,,,,,,
12000,13159,,,,GA,Jasper County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13161,,,,GA,Jeff Davis County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13163,,,,GA,Jefferson County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13165,,,,GA,Jenkins County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13167,,,,GA,Johnson County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
14200,13169,,,,GA,Jones County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13171,,,,GA,Lamar County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13173,,,,GA,Lanier County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13175,1323.6875148,1085.1544658,81.979655593,GA,Laurens County,48028,0,238.53304904,1085.1544658,238.53304904,81.979655593,599,292,307,0,486.15446577,486.15446577,599,837.53304904,837.53304904,36.727283466,36.727283466,,,,,,,,,,,,,,,,,,,,,
12500,13177,,,,GA,Lee County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13179,1587.0115404,1144.3414451,72.106687061,GA,Liberty County,64489,0,442.67009533,1144.3414451,442.67009533,72.106687061,431,424,7,0,713.34144506,713.34144506,431,873.67009533,873.67009533,44.948724499,44.948724499,,,,,,,,,,,,,,,,,,,,,
11650,13181,,,,GA,Lincoln County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13183,,,,GA,Long County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13185,3071.572402,1815.439523,59.104565524,GA,Lowndes County,112515,0,1256.132879,1815.439523,1256.132879,59.104565524,592,398,194,0,1223.439523,1223.439523,592,1848.132879,1848.132879,39.831049471,39.831049471,,,,,,,,,,,,,,,,,,,,,
12200,13187,,,,GA,Lumpkin County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
14000,13189,,,,GA,McDuffie County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13191,,,,GA,McIntosh County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13193,,,,GA,Macon County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
13600,13195,,,,GA,Madison County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13197,,,,GA,Marion County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13199,,,,GA,Meriwether County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13201,,,,GA,Miller County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13205,720.11983736,562.47763749,78.108893591,GA,Mitchell County,23175,0,157.64219987,562.47763749,157.64219987,78.108893591,407,106,301,0,155.47763749,155.47763749,407,564.64219987,564.64219987,21.590522775,21.590522775,,,,,,,,,,,,,,,,,,,,,
11900,13207,,,,GA,Monroe County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11650,13209,,,,GA,Montgomery County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12300,13211,,,,GA,Morgan County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13213,,,,GA,Murray County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12500,13215,6737,4571,67.849191035,GA,Muscogee County,198247,0,2166,4571,2166,67.849191035,2207,1282,925,0,2372,2372,2199,4365,4365,35.2085498,35.2085498,,,,,,,,,,,,,,,,,,,,,
18950,13217,,,,GA,Newton County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
13600,13219,,,,GA,Oconee County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13221,,,,GA,Oglethorpe County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13223,993.92893401,564.42639594,56.787399645,GA,Paulding County,145565,0,429.50253807,564.42639594,429.50253807,56.787399645,132,64,68,0,436.42639594,436.42639594,128,557.50253807,557.50253807,43.909215338,43.909215338,,,,,,,,,,,,,,,,,,,,,
14200,13225,,,,GA,Peach County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13227,,,,GA,Pickens County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13229,,,,GA,Pierce County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12850,13231,,,,GA,Pike County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11900,13233,,,,GA,Polk County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
